requirement_id,text,categories,article,source_document,status,evidence,best_policy_match,similarity_score
REQ-0033,"4. Where the controller intends to further process the personal data for a purpose other than that for which the personal data were obtained, the controller shall provide the data subject prior to that further processing with information on that other purpose and with any relevant further information as referred to in paragraph 2. 5.",data_protection,Article 6(1),GDPR_EN_TXT (7).txt,compliant,More detail about the specific legitimate​ ​interests pursued in respect of each Purpose we use your personal information for is set out in​ ​the table below.​ ​●​ ​Where we need to comply with a legal or regulatory obligation (“Compliance with Law”).​ ​●​ ​Where we have your specific consent to carry out the processing for the Purpose in question​ ​(“Consent”).,More detail about the specific legitimate​ ​interests pursued in respect of each Purpose we use your personal information for is set out in​ ​the table below.​ ​●​ ​Where we need to comply with a legal or regulatory obligation (“Compliance with Law”).​ ​●​ ​Where we have your specific consent to carry out the processing for the Purpose in question​ ​(“Consent”).,0.6081931591033936
REQ-0034,"In such cases the controller shall take appropriate measures to protect the data subject's rights and freedoms and legitimate interests, including making the information publicly available; (c) obtaining or disclosure is expressly laid down by Union or Member State law to which the controller is subject and which provides appropriate measures to protect the data subject's legitimate interests; or (d) where the personal data must remain confidential subject to an obligation of professional secrecy regulated by Union or Member State law, including a statutory obligation of secrecy.",data_protection,Article 89(1),GDPR_EN_TXT (7).txt,partially_compliant,"For other personal information,​ ​to the extent required by applicable data protection law, we make good faith efforts to provide you with​ ​access so you can request that we correct the data if it is inaccurate or delete the data if Rubrik is not​ ​required to retain it by law or for legitimate business purposes.","For other personal information,​ ​to the extent required by applicable data protection law, we make good faith efforts to provide you with​ ​access so you can request that we correct the data if it is inaccurate or delete the data if Rubrik is not​ ​required to retain it by law or for legitimate business purposes.",0.580011248588562
REQ-0035,"The data subject shall have the right to obtain from the controller confirmation as to whether or not personal data concerning him or her are being processed, and, where that is the case, access to the personal data and the following information: (a) the purposes of the processing; (b) the categories of personal data concerned; (c) the recipients or categories of recipient to whom the personal data have been or will be disclosed, in particular recipients in third countries or international organisations; (d) where possible, the envisaged period for which the personal data will be stored, or, if not possible, the criteria used to determine that period; (e) the existence of the right to request from the controller rectification or erasure of personal data or restriction of processing of personal data concerning the data subject or to object to such processing; (f) the right to lodge a complaint with a supervisory authority; (g) where the personal data are not collected from the data subject, any available information as to their source; (h) the existence of automated decision-making, including profiling, referred to in Article 22(1) and (4) and, at least in those cases, meaningful information about the logic involved, as well as the significance and the envisaged consequences of such processing for the data subject.",data_protection,Article 22(1),GDPR_EN_TXT (7).txt,compliant,Provide you with information about our processing​​of your personal data and give you​ ​access to your personal data.​ ​●​ ​Correct​​. Update or correct inaccuracies in your personal​​data.​ ​●​ ​Delete​​. Delete your personal data where there is no​​good reason for us continuing to process it -​ ​you also have the right to ask us to delete or remove your personal data where you have​ ​exercised your right to object to processing (see below).,Provide you with information about our processing​​of your personal data and give you​ ​access to your personal data.​ ​●​ ​Correct​​. Update or correct inaccuracies in your personal​​data.​ ​●​ ​Delete​​. Delete your personal data where there is no​​good reason for us continuing to process it -​ ​you also have the right to ask us to delete or remove your personal data where you have​ ​exercised your right to object to processing (see below).,0.6624838709831238
REQ-0036,"2. Where personal data are transferred to a third country or to an international organisation, the data subject shall have the right to be informed of the appropriate safeguards pursuant to Article 46 relating to the transfer.",data_protection,Article 46,GDPR_EN_TXT (7).txt,compliant,"All transfers of your personal data from Europe to a country that has not been deemed to​ ​provide an adequate level of protection will be based upon an adequacy decision or governed by​ ​appropriate safeguards in accordance with the GDPR (e.g., the European Commission’s Standard​ ​Contractual Clauses or the UK’s International Data Transfer Agreement).","All transfers of your personal data from Europe to a country that has not been deemed to​ ​provide an adequate level of protection will be based upon an adequacy decision or governed by​ ​appropriate safeguards in accordance with the GDPR (e.g., the European Commission’s Standard​ ​Contractual Clauses or the UK’s International Data Transfer Agreement).",0.7025770545005798
REQ-0037,The controller shall provide a copy of the personal data undergoing processing.,data_protection,Article 46,GDPR_EN_TXT (7).txt,partially_compliant,Provide you with information about our processing​​of your personal data and give you​ ​access to your personal data.​ ​●​ ​Correct​​. Update or correct inaccuracies in your personal​​data.​ ​●​ ​Delete​​. Delete your personal data where there is no​​good reason for us continuing to process it -​ ​you also have the right to ask us to delete or remove your personal data where you have​ ​exercised your right to object to processing (see below).,Provide you with information about our processing​​of your personal data and give you​ ​access to your personal data.​ ​●​ ​Correct​​. Update or correct inaccuracies in your personal​​data.​ ​●​ ​Delete​​. Delete your personal data where there is no​​good reason for us continuing to process it -​ ​you also have the right to ask us to delete or remove your personal data where you have​ ​exercised your right to object to processing (see below).,0.5746034383773804
REQ-0038,Right to rectification The data subject shall have the right to obtain from the controller without undue delay the rectification of inaccurate personal data concerning him or her.,data_protection;data_subject_rights,Article 16,GDPR_EN_TXT (7).txt,compliant,Provide you with information about our processing​​of your personal data and give you​ ​access to your personal data.​ ​●​ ​Correct​​. Update or correct inaccuracies in your personal​​data.​ ​●​ ​Delete​​. Delete your personal data where there is no​​good reason for us continuing to process it -​ ​you also have the right to ask us to delete or remove your personal data where you have​ ​exercised your right to object to processing (see below).,Provide you with information about our processing​​of your personal data and give you​ ​access to your personal data.​ ​●​ ​Correct​​. Update or correct inaccuracies in your personal​​data.​ ​●​ ​Delete​​. Delete your personal data where there is no​​good reason for us continuing to process it -​ ​you also have the right to ask us to delete or remove your personal data where you have​ ​exercised your right to object to processing (see below).,0.6098821759223938
REQ-0039,"Taking into account the purposes of the processing, the data subject shall have the right to have incomplete personal data completed, including by means of providing a supplementary statement.",data_protection,Article 16,GDPR_EN_TXT (7).txt,partially_compliant,Provide you with information about our processing​​of your personal data and give you​ ​access to your personal data.​ ​●​ ​Correct​​. Update or correct inaccuracies in your personal​​data.​ ​●​ ​Delete​​. Delete your personal data where there is no​​good reason for us continuing to process it -​ ​you also have the right to ask us to delete or remove your personal data where you have​ ​exercised your right to object to processing (see below).,Provide you with information about our processing​​of your personal data and give you​ ​access to your personal data.​ ​●​ ​Correct​​. Update or correct inaccuracies in your personal​​data.​ ​●​ ​Delete​​. Delete your personal data where there is no​​good reason for us continuing to process it -​ ​you also have the right to ask us to delete or remove your personal data where you have​ ​exercised your right to object to processing (see below).,0.5571090579032898
REQ-0040,"The data subject shall have the right to obtain from the controller the erasure of personal data concerning him or her without undue delay and the controller shall have the obligation to erase personal data without undue delay where one of the following grounds applies: (a) the personal data are no longer necessary in relation to the purposes for which they were collected or otherwise processed; L 119/44 EN Official Journal of the European Union 4.5.2016 (b) the data subject withdraws consent on which the processing is based according to point (a) of Article 6(1), or point (a) of Article 9(2), and where there is no other legal ground for the processing; (c) the data subject objects to the processing pursuant to Article 21(1) and there are no overriding legitimate grounds for the processing, or the data subject objects to the processing pursuant to Article 21(2); (d) the personal data have been unlawfully processed; (e) the personal data have to be erased for compliance with a legal obligation in Union or Member State law to which the controller is subject; (f) the personal data have been collected in relation to the offer of information society services referred to in Article 8(1).",data_protection,Article 6(1),GDPR_EN_TXT (7).txt,compliant,"We take reasonable measures to ensure that personal data is deleted, erased or anonymized as​ ​soon as possible once the purposes for which personal data was collected have been fulfilled.​ ​Data Subject Rights.","We take reasonable measures to ensure that personal data is deleted, erased or anonymized as​ ​soon as possible once the purposes for which personal data was collected have been fulfilled.​ ​Data Subject Rights.",0.7196987867355347
REQ-0041,"2. Where the controller has made the personal data public and is obliged pursuant to paragraph 1 to erase the personal data, the controller, taking account of available technology and the cost of implementation, shall take reasonable steps, including technical measures, to inform controllers which are processing the personal data that the data subject has requested the erasure by such controllers of any links to, or copy or replication of, those personal data.",data_protection,Article 6(1),GDPR_EN_TXT (7).txt,compliant,"We take reasonable measures to ensure that personal data is deleted, erased or anonymized as​ ​soon as possible once the purposes for which personal data was collected have been fulfilled.​ ​Data Subject Rights.","We take reasonable measures to ensure that personal data is deleted, erased or anonymized as​ ​soon as possible once the purposes for which personal data was collected have been fulfilled.​ ​Data Subject Rights.",0.7225286364555359
REQ-0042,"The data subject shall have the right to obtain from the controller restriction of processing where one of the following applies: (a) the accuracy of the personal data is contested by the data subject, for a period enabling the controller to verify the accuracy of the personal data; (b) the processing is unlawful and the data subject opposes the erasure of the personal data and requests the restriction of their use instead; (c) the controller no longer needs the personal data for the purposes of the processing, but they are required by the data subject for the establishment, exercise or defence of legal claims; (d) the data subject has objected to processing pursuant to Article 21(1) pending the verification whether the legitimate grounds of the controller override those of the data subject.",data_protection,Article 21(1),GDPR_EN_TXT (7).txt,compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.6112651824951172
REQ-0043,"2. Where processing has been restricted under paragraph 1, such personal data shall, with the exception of storage, only be processed with the data subject's consent or for the establishment, exercise or defence of legal claims or for the protection of the rights of another natural or legal person or for reasons of important public interest of the Union or of a Member State.",data_protection,Article 21(1),GDPR_EN_TXT (7).txt,compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.6688156127929688
REQ-0044,"Article 19 Notification obligation regarding rectification or erasure of personal data or restriction of processing The controller shall communicate any rectification or erasure of personal data or restriction of processing carried out in accordance with Article 16, Article 17(1) and Article 18 to each recipient to whom the personal data have been disclosed, unless this proves impossible or involves disproportionate effort.",data_protection,Article 19,GDPR_EN_TXT (7).txt,partially_compliant,"We take reasonable measures to ensure that personal data is deleted, erased or anonymized as​ ​soon as possible once the purposes for which personal data was collected have been fulfilled.​ ​Data Subject Rights.","We take reasonable measures to ensure that personal data is deleted, erased or anonymized as​ ​soon as possible once the purposes for which personal data was collected have been fulfilled.​ ​Data Subject Rights.",0.5811322331428528
REQ-0045,"The data subject shall have the right to receive the personal data concerning him or her, which he or she has provided to a controller, in a structured, commonly used and machine-readable format and have the right to transmit those data to another controller without hindrance from the controller to which the personal data have been provided, where: (a) the processing is based on consent pursuant to point (a) of Article 6(1) or point (a) of Article 9(2) or on a contract pursuant to point (b) of Article 6(1); and (b) the processing is carried out by automated means.",data_protection,Article 6(1),GDPR_EN_TXT (7).txt,compliant,"​ ​●​ ​Transfer​​. Transfer a machine-readable copy of your​​personal data to you or a third party of your​ ​choice.​ ​●​ ​Restrict​​. Restrict the processing of your personal​​data, for example if you want us to establish its​ ​accuracy or the reason for processing it.​ ​●​ ​Object​​. Object to our processing of your personal​​data where we are relying on Legitimate​ ​Interests – you also have the right to object where we are processing your personal data for​ ​direct marketing purposes.​ ​●​ ​Withdraw Consent​​. When we use your personal data based​​on your consent, you have the right​ ​to withdraw that consent at any time.","​ ​●​ ​Transfer​​. Transfer a machine-readable copy of your​​personal data to you or a third party of your​ ​choice.​ ​●​ ​Restrict​​. Restrict the processing of your personal​​data, for example if you want us to establish its​ ​accuracy or the reason for processing it.​ ​●​ ​Object​​. Object to our processing of your personal​​data where we are relying on Legitimate​ ​Interests – you also have the right to object where we are processing your personal data for​ ​direct marketing purposes.​ ​●​ ​Withdraw Consent​​. When we use your personal data based​​on your consent, you have the right​ ​to withdraw that consent at any time.",0.6562298536300659
REQ-0046,"In exercising his or her right to data portability pursuant to paragraph 1, the data subject shall have the right to have the personal data transmitted directly from one controller to another, where technically feasible.",data_protection,Article 6(1),GDPR_EN_TXT (7).txt,partially_compliant,"​ ​●​ ​Transfer​​. Transfer a machine-readable copy of your​​personal data to you or a third party of your​ ​choice.​ ​●​ ​Restrict​​. Restrict the processing of your personal​​data, for example if you want us to establish its​ ​accuracy or the reason for processing it.​ ​●​ ​Object​​. Object to our processing of your personal​​data where we are relying on Legitimate​ ​Interests – you also have the right to object where we are processing your personal data for​ ​direct marketing purposes.​ ​●​ ​Withdraw Consent​​. When we use your personal data based​​on your consent, you have the right​ ​to withdraw that consent at any time.","​ ​●​ ​Transfer​​. Transfer a machine-readable copy of your​​personal data to you or a third party of your​ ​choice.​ ​●​ ​Restrict​​. Restrict the processing of your personal​​data, for example if you want us to establish its​ ​accuracy or the reason for processing it.​ ​●​ ​Object​​. Object to our processing of your personal​​data where we are relying on Legitimate​ ​Interests – you also have the right to object where we are processing your personal data for​ ​direct marketing purposes.​ ​●​ ​Withdraw Consent​​. When we use your personal data based​​on your consent, you have the right​ ​to withdraw that consent at any time.",0.5564871430397034
REQ-0047,"The data subject shall have the right to object, on grounds relating to his or her particular situation, at any time to processing of personal data concerning him or her which is based on point (e) or (f) of Article 6(1), including profiling based on those provisions.",data_protection,Article 6(1),GDPR_EN_TXT (7).txt,compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.6457126140594482
REQ-0048,"The controller shall no longer process the personal data unless the controller demonstrates compelling legitimate grounds for the processing which override the interests, rights and freedoms of the data subject or for the establishment, exercise or defence of legal claims.",data_protection,Article 6(1),GDPR_EN_TXT (7).txt,partially_compliant,Provide you with information about our processing​​of your personal data and give you​ ​access to your personal data.​ ​●​ ​Correct​​. Update or correct inaccuracies in your personal​​data.​ ​●​ ​Delete​​. Delete your personal data where there is no​​good reason for us continuing to process it -​ ​you also have the right to ask us to delete or remove your personal data where you have​ ​exercised your right to object to processing (see below).,Provide you with information about our processing​​of your personal data and give you​ ​access to your personal data.​ ​●​ ​Correct​​. Update or correct inaccuracies in your personal​​data.​ ​●​ ​Delete​​. Delete your personal data where there is no​​good reason for us continuing to process it -​ ​you also have the right to ask us to delete or remove your personal data where you have​ ​exercised your right to object to processing (see below).,0.5980576872825623
REQ-0049,"2. Where personal data are processed for direct marketing purposes, the data subject shall have the right to object at any time to processing of personal data concerning him or her for such marketing, which includes profiling to the extent that it is related to such direct marketing.",data_protection,Article 6(1),GDPR_EN_TXT (7).txt,compliant,"Under the GDPR, personal data is​ ​information about an individual, from which that individual is either directly identified or can be​ ​identified.","Under the GDPR, personal data is​ ​information about an individual, from which that individual is either directly identified or can be​ ​identified.",0.6500571370124817
REQ-0050,"3. Where the data subject objects to processing for direct marketing purposes, the personal data shall no longer be processed for such purposes.",data_protection,Article 6(1),GDPR_EN_TXT (7).txt,compliant,Provide you with information about our processing​​of your personal data and give you​ ​access to your personal data.​ ​●​ ​Correct​​. Update or correct inaccuracies in your personal​​data.​ ​●​ ​Delete​​. Delete your personal data where there is no​​good reason for us continuing to process it -​ ​you also have the right to ask us to delete or remove your personal data where you have​ ​exercised your right to object to processing (see below).,Provide you with information about our processing​​of your personal data and give you​ ​access to your personal data.​ ​●​ ​Correct​​. Update or correct inaccuracies in your personal​​data.​ ​●​ ​Delete​​. Delete your personal data where there is no​​good reason for us continuing to process it -​ ​you also have the right to ask us to delete or remove your personal data where you have​ ​exercised your right to object to processing (see below).,0.6666781902313232
REQ-0051,"Where personal data are processed for scientific or historical research purposes or statistical purposes pursuant to Article 89(1), the data subject, on grounds relating to his or her particular situation, shall have the right to object to processing of personal data concerning him or her, unless the processing is necessary for the performance of a task carried out for reasons of public interest.",data_protection,Article 89(1),GDPR_EN_TXT (7).txt,compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.6739442348480225
REQ-0052,"4. Decisions referred to in paragraph 2 shall not be based on special categories of personal data referred to in Article 9(1), unless point (a) or (g) of Article 9(2) applies and suitable measures to safeguard the data subject's rights and freedoms and legitimate interests are in place.",data_protection,Article 9(1),GDPR_EN_TXT (7).txt,partially_compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.5977435111999512
REQ-0053,"In particular, any legislative measure referred to in paragraph 1 shall contain specific provisions at least, where relevant, as to: (a) the purposes of the processing or categories of processing; (b) the categories of personal data; (c) the scope of the restrictions introduced; (d) the safeguards to prevent abuse or unlawful access or transfer; (e) the specification of the controller or categories of controllers; (f) the storage periods and the applicable safeguards taking into account the nature, scope and purposes of the processing or categories of processing; (g) the risks to the rights and freedoms of data subjects; and (h) the right of data subjects to be informed about the restriction, unless that may be prejudicial to the purpose of the restriction.",data_protection,Article 34,GDPR_EN_TXT (7).txt,compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.6705780029296875
REQ-0054,"Taking into account the nature, scope, context and purposes of processing as well as the risks of varying likelihood and severity for the rights and freedoms of natural persons, the controller shall implement appropriate technical and organisational measures to ensure and to be able to demonstrate that processing is performed in accordance with this Regulation.",security_measures,Article 24,GDPR_EN_TXT (7).txt,compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.6829797625541687
REQ-0055,"2. Where proportionate in relation to processing activities, the measures referred to in paragraph 1 shall include the implementation of appropriate data protection policies by the controller.",data_protection,Article 24,GDPR_EN_TXT (7).txt,partially_compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.5958626866340637
REQ-0056,"Taking into account the state of the art, the cost of implementation and the nature, scope, context and purposes of processing as well as the risks of varying likelihood and severity for rights and freedoms of natural persons posed by the processing, the controller shall, both at the time of the determination of the means for processing and at the time of the processing itself, implement appropriate technical and organisational measures, such as pseudonymisation, which are designed to implement data-protection principles, such as data minimisation, in an effective manner and to integrate the necessary safeguards into the processing in order to meet the requirements of this Regulation and protect the rights of data subjects.",data_protection;security_measures,Article 25,GDPR_EN_TXT (7).txt,compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.7019443511962891
REQ-0057,"The controller shall implement appropriate technical and organisational measures for ensuring that, by default, only personal data which are necessary for each specific purpose of the processing are processed.",data_protection;security_measures,Article 25,GDPR_EN_TXT (7).txt,partially_compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.5415163040161133
REQ-0058,"In particular, such measures shall ensure that by default personal data are not made accessible without the individual's intervention to an indefinite number of natural persons.",data_protection,Article 25,GDPR_EN_TXT (7).txt,compliant,"We take reasonable measures to ensure that personal data is deleted, erased or anonymized as​ ​soon as possible once the purposes for which personal data was collected have been fulfilled.​ ​Data Subject Rights.","We take reasonable measures to ensure that personal data is deleted, erased or anonymized as​ ​soon as possible once the purposes for which personal data was collected have been fulfilled.​ ​Data Subject Rights.",0.6365846991539001
REQ-0059,"Where two or more controllers jointly determine the purposes and means of processing, they shall be joint controllers.",third_parties,Article 26,GDPR_EN_TXT (7).txt,non_compliant,Our use of information that​ ​we process on behalf of our business customers may be governed by our agreements with such​ ​customers.,Our use of information that​ ​we process on behalf of our business customers may be governed by our agreements with such​ ​customers.,0.3560771644115448
REQ-0060,The arrangement referred to in paragraph 1 shall duly reflect the respective roles and relationships of the joint controllers vis-à-vis the data subjects.,third_parties,Article 26,GDPR_EN_TXT (7).txt,non_compliant,"Specifically, data submitted by customers for processing through​ ​Predibase’s models is handled in accordance with the terms of our agreements with​ ​those customers.","Specifically, data submitted by customers for processing through​ ​Predibase’s models is handled in accordance with the terms of our agreements with​ ​those customers.",0.37539011240005493
REQ-0061,"Where Article 3(2) applies, the controller or the processor shall designate in writing a representative in the Union.",third_parties,Article 3(2),GDPR_EN_TXT (7).txt,non_compliant,"Specifically, data submitted by customers for processing through​ ​Predibase’s models is handled in accordance with the terms of our agreements with​ ​those customers.","Specifically, data submitted by customers for processing through​ ​Predibase’s models is handled in accordance with the terms of our agreements with​ ​those customers.",0.3227701187133789
REQ-0062,"The obligation laid down in paragraph 1 of this Article shall not apply to: (a) processing which is occasional, does not include, on a large scale, processing of special categories of data as referred to in Article 9(1) or processing of personal data relating to criminal convictions and offences referred to in Article 10, and is unlikely to result in a risk to the rights and freedoms of natural persons, taking into account the nature, context, scope and purposes of the processing; or (b) a public authority or body.",data_protection,Article 9(1),GDPR_EN_TXT (7).txt,compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.7010636329650879
REQ-0063,"The representative shall be established in one of the Member States where the data subjects, whose personal data are processed in relation to the offering of goods or services to them, or whose behaviour is monitored, are.",data_protection,Article 9(1),GDPR_EN_TXT (7).txt,partially_compliant,"Do We Collect?​ ​We collect various categories of personal information to provide you with the Online Services, as follows:​ ​●​ ​Contact and Request Information:​​We collect personal​​information that allows us to be in​ ​contact with you (such as name, email address, phone number and address) and other personal​ ​information that you voluntarily provide to us when you contact us via our Online Services or​ ​chat features with a question, register for an event, comment or request in relation to our​ ​products and services.​ ​●​ ​Account","Do We Collect?​ ​We collect various categories of personal information to provide you with the Online Services, as follows:​ ​●​ ​Contact and Request Information:​​We collect personal​​information that allows us to be in​ ​contact with you (such as name, email address, phone number and address) and other personal​ ​information that you voluntarily provide to us when you contact us via our Online Services or​ ​chat features with a question, register for an event, comment or request in relation to our​ ​products and services.​ ​●​ ​Account",0.4524860978126526
REQ-0064,"The representative shall be mandated by the controller or processor to be addressed in addition to or instead of the controller or the processor by, in particular, supervisory authorities and data subjects, on all issues related to processing, for the purposes of ensuring compliance with this Regulation.",third_parties,Article 9(1),GDPR_EN_TXT (7).txt,partially_compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.4498615264892578
REQ-0065,The designation of a representative by the controller or processor shall be without prejudice to legal actions which could be initiated against the controller or the processor themselves.,third_parties,Article 9(1),GDPR_EN_TXT (7).txt,partially_compliant,You can opt-out of other sales of your Personal​ ​Information.​ ​●​ ​Nondiscrimination​​. You are entitled to exercise the​​rights described above free from​ ​discrimination as prohibited by the CPRA.,You can opt-out of other sales of your Personal​ ​Information.​ ​●​ ​Nondiscrimination​​. You are entitled to exercise the​​rights described above free from​ ​discrimination as prohibited by the CPRA.,0.40111351013183594
REQ-0066,"Where processing is to be carried out on behalf of a controller, the controller shall use only processors providing sufficient guarantees to implement appropriate technical and organisational measures in such a manner that processing will meet the requirements of this Regulation and ensure the protection of the rights of the data subject.",security_measures;third_parties,Article 28,GDPR_EN_TXT (7).txt,partially_compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.566491961479187
REQ-0067,The processor shall not engage another processor without prior specific or general written authorisation of the controller.,third_parties,Article 28,GDPR_EN_TXT (7).txt,partially_compliant,You can submit requests to opt-out of certain processing​,You can submit requests to opt-out of certain processing​,0.41669565439224243
REQ-0068,"In the case of general written authorisation, the processor shall inform the controller of any intended changes concerning the addition or replacement of other processors, thereby giving the controller the opportunity to object to such changes.",third_parties,Article 28,GDPR_EN_TXT (7).txt,non_compliant,"Specifically, data submitted by customers for processing through​ ​Predibase’s models is handled in accordance with the terms of our agreements with​ ​those customers.","Specifically, data submitted by customers for processing through​ ​Predibase’s models is handled in accordance with the terms of our agreements with​ ​those customers.",0.3458854854106903
REQ-0069,"3. Processing by a processor shall be governed by a contract or other legal act under Union or Member State law, that is binding on the processor with regard to the controller and that sets out the subject-matter and duration of the processing, the nature and purpose of the processing, the type of personal data and categories of data subjects and the obligations and rights of the controller.",data_protection;third_parties,Article 28,GDPR_EN_TXT (7).txt,partially_compliant,"This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.","This processing is​ ​conducted in a manner that is proportionate, respects​ ​individuals’ rights and freedoms, and is subject to​ ​appropriate safeguards, especially where personal data is​ ​involved.",0.4863731265068054
REQ-0070,"That contract or other legal act shall stipulate, in particular, that the processor: (a) processes the personal data only on documented instructions from the controller, including with regard to transfers of personal data to a third country or an international organisation, unless required to do so by Union or Member State law to which the processor is subject; in such a case, the processor shall inform the controller of that legal requirement before processing, unless that law prohibits such information on important grounds of public interest; (b) ensures that persons authorised to process the personal data have committed themselves to confidentiality or are under an appropriate statutory obligation of confidentiality; (c) takes all measures required pursuant to Article 32; (d) respects the conditions referred to in paragraphs 2 and 4 for engaging another processor; (e) taking into account the nature of the processing, assists the controller by appropriate technical and organisational measures, insofar as this is possible, for the fulfilment of the controller's obligation to respond to requests for exercising the data subject's rights laid down in Chapter III; (f) assists the controller in ensuring compliance with the obligations pursuant to Articles 32 to 36 taking into account the nature of processing and the information available to the processor; (g) at the choice of the controller, deletes or returns all the personal data to the controller after the end of the provision of services relating to processing, and deletes existing copies unless Union or Member State law requires storage of the personal data; (h) makes available to the controller all information necessary to demonstrate compliance with the obligations laid down in this Article and allow for and contribute to audits, including inspections, conducted by the controller or another auditor mandated by the controller.",data_protection;security_measures;third_parties,Article 32,GDPR_EN_TXT (7).txt,partially_compliant,More detail about the specific legitimate​ ​interests pursued in respect of each Purpose we use your personal information for is set out in​ ​the table below.​ ​●​ ​Where we need to comply with a legal or regulatory obligation (“Compliance with Law”).​ ​●​ ​Where we have your specific consent to carry out the processing for the Purpose in question​ ​(“Consent”).,More detail about the specific legitimate​ ​interests pursued in respect of each Purpose we use your personal information for is set out in​ ​the table below.​ ​●​ ​Where we need to comply with a legal or regulatory obligation (“Compliance with Law”).​ ​●​ ​Where we have your specific consent to carry out the processing for the Purpose in question​ ​(“Consent”).,0.5940187573432922
